Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Location_Encoded,Condition_Encoded,Garage_Binary,Predicted_Price
1306,1417,3,1,3,1976,Downtown,Excellent,No,568680,0,0,0,583026.9404234365
1307,1385,3,3,2,2018,Suburban,Poor,No,246437,2,3,0,531373.062847584
1308,3252,1,3,1,1984,Rural,Fair,Yes,661473,1,1,1,514503.05753846094
1309,521,3,3,2,2008,Urban,Good,Yes,411995,3,2,1,534431.9006783882
1310,3691,2,1,2,1930,Rural,Fair,Yes,474022,1,1,1,551895.018848746
1311,2853,1,4,1,2000,Urban,Excellent,No,586498,3,0,0,500087.2640238907
1312,1186,2,2,2,2011,Downtown,Good,Yes,86972,0,2,1,552051.4791477381
1313,784,5,3,3,2021,Rural,Poor,Yes,811254,1,3,1,562289.0383122442
1314,4247,4,4,1,2006,Suburban,Fair,Yes,346280,2,1,1,504485.2659669567
1315,1262,5,2,3,1953,Suburban,Fair,Yes,487513,2,1,1,566951.5935340296
1316,2928,4,2,1,1904,Urban,Poor,Yes,952877,3,3,1,505637.22191950574
1317,3007,5,2,3,1912,Suburban,Fair,No,852377,2,1,0,557807.2266645349
1318,528,3,4,3,1927,Rural,Excellent,No,800561,1,0,0,545475.7270357107
1319,1406,2,4,2,1942,Downtown,Poor,Yes,391324,0,3,1,521756.8800428296
1320,3604,4,1,3,1988,Urban,Fair,Yes,382597,3,1,1,577212.7224502707
1321,4499,1,4,2,2014,Rural,Poor,No,921836,1,3,0,522108.1047919696
1322,3494,2,4,1,1998,Urban,Good,Yes,980728,3,2,1,498452.8551904417
1323,3006,1,4,3,1946,Downtown,Poor,No,53052,0,3,0,541249.1731146575
1324,4109,2,2,3,2002,Urban,Fair,Yes,339416,3,1,1,568398.1248717722
1325,4053,2,3,1,1970,Suburban,Excellent,No,353294,2,0,0,508891.43379411765
1326,1953,5,1,1,1937,Suburban,Poor,No,801564,2,3,0,518515.7708591184
1327,3856,4,3,3,1995,Urban,Poor,Yes,198388,3,3,1,552888.7859899704
1328,1015,4,3,1,1966,Downtown,Fair,No,496605,0,1,0,512456.82768234814
1329,538,2,4,2,1961,Downtown,Excellent,Yes,712600,0,0,1,531958.1489498884
1330,3842,3,1,1,2008,Suburban,Excellent,No,933527,2,0,0,533248.1646109924
1331,1386,3,3,1,1938,Downtown,Good,Yes,380918,0,2,1,510308.66333565506
1332,3344,1,3,3,1936,Urban,Good,Yes,879607,3,2,1,548618.929065554
1333,2704,1,1,2,2018,Rural,Fair,Yes,443781,1,1,1,562051.9700486347
1334,1598,5,4,1,2013,Urban,Excellent,No,66375,3,0,0,502564.4936142227
1335,2323,2,3,2,1985,Suburban,Excellent,Yes,599998,2,0,1,538747.8368879592
1336,3701,1,2,2,1907,Suburban,Good,Yes,755255,2,2,1,534081.110106107
1337,3655,1,3,2,1980,Suburban,Good,Yes,828912,2,2,1,532388.1556132073
1338,3593,2,2,3,1951,Downtown,Fair,No,720534,0,1,0,566734.8047865047
1339,4030,5,4,1,1990,Urban,Excellent,Yes,419170,3,0,1,502896.0532163143
1340,4278,1,3,3,1932,Rural,Poor,No,530545,1,3,0,546535.9723683537
1341,3396,5,1,1,2009,Urban,Good,No,77597,3,2,0,526066.2326090372
1342,3953,4,1,1,1980,Rural,Fair,No,386433,1,1,0,530188.3800113599
1343,4011,5,3,3,1941,Urban,Excellent,Yes,481613,3,0,1,554608.533638115
1344,1488,3,4,2,1975,Suburban,Excellent,Yes,135687,2,0,1,528143.5596133741
1345,4616,3,4,2,2011,Rural,Good,No,168968,1,2,0,524566.7136139238
1346,4526,5,1,1,2009,Urban,Fair,Yes,614562,3,1,1,532064.3575630148
1347,4679,3,3,3,1926,Downtown,Poor,Yes,517453,0,3,1,552407.4463883931
1348,2182,4,4,2,2011,Downtown,Good,No,253570,0,2,0,528214.2839174588
1349,4463,2,1,2,1907,Urban,Fair,No,481413,3,1,0,539992.845692619
1350,1433,3,2,1,1922,Suburban,Excellent,Yes,622922,2,0,1,518413.546311745
1351,4098,3,3,1,2023,Rural,Poor,No,866473,1,3,0,509827.07984834746
1352,3733,5,2,3,2005,Urban,Fair,Yes,974752,3,1,1,569278.6447558639
1353,2480,4,2,1,2012,Downtown,Poor,No,397509,0,3,0,521853.97978768026
1354,2355,2,4,2,1963,Rural,Fair,Yes,969707,1,1,1,526329.6738062369
1355,3556,5,4,2,2022,Downtown,Fair,Yes,888418,0,1,1,535490.1526795471
1356,1292,5,4,2,1992,Downtown,Fair,No,861802,0,1,0,529125.2914007426
1357,1291,4,3,2,2013,Urban,Fair,Yes,347391,3,1,1,537407.7728020245
1358,2309,2,2,3,1919,Downtown,Poor,Yes,960835,0,3,1,562328.9464829321
1359,2755,4,3,3,1915,Rural,Good,No,431688,1,2,0,548180.928805234
1360,4110,2,4,1,1916,Suburban,Poor,Yes,256994,2,3,1,488984.9160193396
1361,2107,4,2,1,1979,Urban,Fair,Yes,830768,3,1,1,519551.0351597243
1362,1484,5,3,1,1918,Rural,Poor,Yes,443650,1,3,1,503128.6768024089
1363,4176,5,3,3,2019,Urban,Poor,No,637270,3,3,0,551744.9362058608
1364,3880,1,1,2,2019,Downtown,Poor,No,901612,0,3,0,555283.6843371474
1365,1019,3,3,1,1907,Downtown,Fair,No,682822,0,1,0,505678.12555567815
1366,1090,4,4,2,1937,Rural,Poor,No,739834,1,3,0,515144.83175932715
1367,1550,1,3,1,1937,Rural,Excellent,No,336788,1,0,0,508583.69481616106
1368,4133,3,2,1,1952,Suburban,Fair,Yes,612781,2,1,1,518178.4483671548
1369,4944,4,3,1,1992,Rural,Poor,Yes,395968,1,3,1,509999.94024413766
1370,1459,2,1,1,2004,Rural,Excellent,Yes,564922,1,0,1,540016.6364556116
1371,1192,3,2,1,1999,Urban,Poor,No,971463,3,3,0,513013.93172625656
1372,4399,5,2,2,1989,Downtown,Good,Yes,883721,0,2,1,548737.2574002547
1373,4973,1,1,1,1930,Rural,Poor,No,978647,1,3,0,518615.3653621764
1374,3446,3,4,2,1943,Suburban,Poor,Yes,482809,2,3,1,516059.3596087667
1375,1026,3,2,3,1959,Rural,Good,No,482331,1,2,0,563599.5859403894
1376,3724,5,4,1,1975,Downtown,Fair,Yes,816505,0,1,1,506486.69646703906
1377,2753,4,2,2,2018,Rural,Good,Yes,727900,1,2,1,549923.5971693043
1378,3844,2,2,3,1916,Urban,Fair,No,347625,3,1,0,554958.4316406767
1379,4465,5,4,3,1978,Downtown,Good,Yes,276577,0,2,1,551255.5116888814
1380,2375,2,2,3,1972,Rural,Poor,Yes,651385,1,3,1,565692.8883216453
1381,2263,4,4,2,1938,Urban,Poor,No,859010,3,3,0,509647.78904893814
1382,1020,3,1,1,1941,Downtown,Fair,Yes,980291,0,1,1,533226.6052181933
1383,1516,2,4,1,1947,Rural,Fair,Yes,384192,1,1,1,501204.36896021524
1384,616,1,1,2,1911,Urban,Excellent,No,564771,3,0,0,544365.0301669523
1385,2933,1,2,1,1995,Suburban,Excellent,No,233951,2,0,0,521936.3083343321
1386,1083,5,4,2,1988,Urban,Poor,No,191668,3,3,0,515864.8842203561
1387,894,4,2,1,2002,Suburban,Poor,No,503885,2,3,0,516178.4623521277
1388,4288,5,4,3,1917,Rural,Excellent,No,463146,1,0,0,543169.9764985273
1389,3268,5,1,1,1978,Urban,Excellent,Yes,229022,3,0,1,531632.6583782411
1390,4667,5,1,2,1995,Suburban,Fair,No,932169,2,1,0,552802.397440166
1391,4360,1,4,2,1905,Downtown,Good,No,330831,0,2,0,515041.6107599464
1392,773,1,1,3,2021,Urban,Fair,Yes,496049,3,1,1,581618.9310930353
1393,2513,5,2,2,2007,Rural,Excellent,Yes,172540,1,0,1,554061.7256780581
1394,4933,1,2,1,1942,Downtown,Poor,Yes,741349,0,3,1,516486.2726920991
1395,1889,4,3,1,2015,Suburban,Excellent,Yes,866615,2,0,1,518912.74198152137
1396,4066,5,1,3,1934,Urban,Poor,Yes,332902,3,3,1,565934.5706077553
1397,665,1,2,2,1997,Urban,Poor,No,706442,3,3,0,536371.6465556007
1398,2067,2,4,3,2001,Rural,Poor,Yes,812301,1,3,1,549213.7223092341
1399,1228,5,1,1,2019,Downtown,Poor,No,670656,0,3,0,533187.9088174652
1400,2543,5,2,3,1953,Urban,Good,Yes,620179,3,2,1,561303.874834975
1401,4697,4,1,2,2020,Urban,Excellent,No,96901,3,0,0,555470.1408544595
1402,3996,3,4,3,1961,Downtown,Fair,Yes,526728,0,1,1,551831.7936037172
1403,1278,3,2,2,1968,Urban,Poor,No,416056,3,3,0,533135.5933187066
1404,713,4,3,2,1981,Downtown,Poor,No,645350,0,3,0,532756.049910653
1405,4262,4,3,1,1915,Downtown,Fair,No,539838,0,1,0,505465.46142111014
1406,2076,4,1,1,1907,Downtown,Fair,No,726923,0,1,0,525268.0755291136
1407,2948,3,4,1,1988,Rural,Poor,No,908440,1,3,0,496395.6974629364
1408,3436,4,2,2,1995,Downtown,Fair,No,445991,0,1,0,548369.9026901259
1409,3617,1,4,3,1989,Downtown,Fair,No,983332,0,1,0,551008.8842523829
1410,1091,5,2,2,2015,Suburban,Good,No,553528,2,2,0,543921.3479320934
1411,3220,5,1,1,1985,Suburban,Fair,No,569149,2,1,0,528586.4610260163
1412,1213,2,2,1,1930,Rural,Excellent,No,854406,1,0,0,517989.3298550791
1413,1435,2,4,3,2006,Downtown,Excellent,Yes,727748,0,0,1,560327.0763800862
1414,4837,5,4,1,1909,Suburban,Excellent,No,654879,2,0,0,492186.89535614476
1415,501,1,1,1,1955,Suburban,Poor,No,302990,2,3,0,520570.02485622367
1416,3348,3,4,1,2020,Urban,Excellent,Yes,330759,3,0,1,506271.24173588667
1417,4544,3,2,3,1975,Downtown,Good,No,72838,0,2,0,566628.8860277482
1418,2449,1,1,2,2016,Suburban,Excellent,No,352872,2,0,0,558064.8713676409
1419,1417,3,2,1,1991,Rural,Poor,Yes,690537,1,3,1,521041.7966466087
1420,3674,4,4,3,1969,Urban,Good,Yes,652288,3,2,1,542674.9307541737
1421,2741,5,1,1,2022,Urban,Excellent,No,364942,3,0,0,532933.9536717637
1422,589,5,2,3,1919,Downtown,Good,Yes,515992,0,2,1,565964.1131679023
1423,2209,1,4,1,1904,Downtown,Good,No,987126,0,2,0,492109.7898748061
1424,2669,3,4,3,1922,Urban,Poor,No,194608,3,3,0,531203.0139611459
1425,4738,2,3,1,1908,Rural,Poor,No,186772,1,3,0,496497.3644853604
1426,3541,2,4,2,1957,Downtown,Good,Yes,744199,0,2,1,525201.619923029
1427,605,3,2,1,1958,Downtown,Excellent,No,846680,0,0,0,524088.43955223245
1428,1386,2,1,3,1992,Urban,Poor,No,95291,3,3,0,569241.7743471924
1429,927,1,3,1,1979,Urban,Good,Yes,919061,3,2,1,507098.65279076813
1430,2395,1,4,2,1953,Downtown,Fair,No,265963,0,1,0,523778.41769722966
1431,816,3,4,1,1945,Suburban,Fair,No,175612,2,1,0,494945.02822932956
1432,1134,2,4,3,1921,Downtown,Poor,No,591465,0,3,0,539285.8868736303
1433,2425,1,2,3,1963,Suburban,Excellent,No,462699,2,0,0,565819.4948306843
1434,2556,1,3,2,1907,Urban,Fair,No,93815,3,1,0,520729.5618296589
1435,3644,4,2,3,2022,Suburban,Fair,No,874965,2,1,0,569817.6424137993
1436,2770,4,3,1,1919,Rural,Fair,Yes,836458,1,1,1,507766.3123157983
1437,1939,1,1,1,1950,Urban,Excellent,No,154997,3,0,0,524602.8129034078
1438,1052,3,2,1,1977,Downtown,Excellent,No,110611,0,0,0,526056.3875440416
1439,1215,5,2,3,1938,Downtown,Poor,Yes,661530,0,3,1,565287.2860444125
1440,4411,5,1,1,1936,Urban,Poor,No,467876,3,3,0,514879.08107011765
1441,2213,1,3,1,1949,Urban,Fair,No,760463,3,1,0,501945.4631849534
1442,3889,1,4,1,1933,Rural,Excellent,Yes,417057,1,0,1,501159.00787816785
1443,1607,1,1,2,1974,Urban,Good,Yes,92082,3,2,1,549783.5392995795
1444,4706,3,4,3,2017,Downtown,Fair,Yes,197330,0,1,1,557865.5214462697
1445,750,4,4,3,2003,Rural,Poor,Yes,677901,1,3,1,550210.5414034955
1446,2930,1,1,3,1932,Downtown,Excellent,Yes,934747,0,0,1,581081.2690237405
1447,2554,1,3,2,1930,Suburban,Poor,Yes,926122,2,3,1,524604.4171905243
1448,958,2,4,3,2022,Urban,Poor,Yes,145220,3,3,1,546846.0356425849
1449,707,3,1,2,1953,Suburban,Excellent,No,589677,2,0,0,551904.8742671513
1450,1399,1,2,2,1943,Downtown,Fair,No,141860,0,1,0,542898.4638890295
1451,3961,2,2,3,1933,Suburban,Excellent,No,733045,2,0,0,561983.3812393409
1452,3885,5,2,1,2013,Suburban,Fair,Yes,502436,2,1,1,525408.8799537339
1453,521,1,1,1,1970,Downtown,Poor,No,994699,0,3,0,527410.4649650386
1454,909,1,2,3,2021,Downtown,Excellent,Yes,71797,0,0,1,581949.2157386622
1455,1394,2,4,3,2012,Urban,Good,No,948407,3,2,0,544271.8657626268
1456,1014,3,2,2,2017,Suburban,Fair,No,933601,2,1,0,546486.7150576515
1457,4609,1,2,3,1961,Rural,Good,No,820227,1,2,0,562182.3841499839
1458,2634,5,4,2,1922,Rural,Fair,No,640620,1,1,0,518146.87502607756
1459,4095,1,2,3,1945,Downtown,Excellent,Yes,810943,0,0,1,572165.8505555376
1460,3456,5,4,1,1955,Downtown,Good,Yes,274997,0,2,1,501761.3556791619
1461,2060,4,2,1,1906,Suburban,Excellent,No,506123,2,0,0,512647.00518403074
1462,1766,4,4,3,2017,Downtown,Fair,Yes,450404,0,1,1,559128.1235844545
1463,2669,5,2,2,1988,Rural,Fair,Yes,335840,1,1,1,549286.0538287834
1464,4138,3,4,1,1960,Urban,Fair,No,52024,3,1,0,492778.17483916227
1465,1249,1,1,2,1902,Urban,Fair,Yes,479201,3,1,1,544388.6334392417
1466,3927,1,4,3,2022,Suburban,Poor,Yes,711944,2,3,1,548151.7190046879
1467,2427,4,2,3,1937,Urban,Fair,Yes,403142,3,1,1,561989.8336254758
1468,4304,5,2,1,1983,Downtown,Good,Yes,208116,0,2,1,524452.2004369898
1469,4202,1,3,3,1933,Downtown,Fair,No,831627,0,1,0,554409.1945730081
1470,2856,1,4,1,2012,Downtown,Excellent,No,317429,0,0,0,509175.814991959
1471,2835,3,1,2,1943,Downtown,Poor,Yes,506331,0,3,1,551248.206824881
1472,806,2,4,1,2007,Suburban,Good,No,843802,2,2,0,499222.4627831481
1473,4165,4,4,1,1929,Urban,Poor,No,67903,3,3,0,484257.4058402844
1474,2489,4,1,2,1916,Rural,Poor,No,737859,1,3,0,542037.3772475827
1475,1161,2,4,1,1958,Urban,Poor,Yes,934336,3,3,1,492268.7672791031
1476,811,1,1,1,1909,Downtown,Excellent,Yes,859427,0,0,1,532013.7005229947
1477,3420,3,1,3,1998,Rural,Poor,No,417304,1,3,0,574427.3705128055
1478,1582,3,4,2,1983,Suburban,Poor,No,478416,2,3,0,517424.0107553372
1479,3471,4,4,1,1917,Downtown,Fair,Yes,662665,0,1,1,499919.38048042305
1480,1254,3,2,2,1944,Downtown,Excellent,No,251474,0,0,0,545908.2334587005
1481,4630,2,2,2,2007,Rural,Good,Yes,456782,1,2,1,547698.0036282786
1482,852,1,3,1,1990,Suburban,Good,No,874254,2,2,0,507089.285690104
1483,1402,2,3,3,1958,Rural,Good,Yes,419556,1,2,1,557134.436894355
1484,4388,5,4,2,1961,Suburban,Excellent,Yes,887654,2,0,1,525717.8475943013
1485,658,4,1,1,1958,Downtown,Good,Yes,930520,0,2,1,532836.9657564701
1486,2477,3,3,2,1948,Urban,Excellent,Yes,543301,3,0,1,532075.0896162073
1487,1456,5,4,3,1999,Downtown,Fair,No,402594,0,1,0,553496.4484428674
1488,2571,3,3,3,1962,Urban,Fair,Yes,493884,3,1,1,554685.4892631322
1489,903,1,1,3,1986,Urban,Excellent,No,683654,3,0,0,576346.9189936218
1490,3279,1,4,1,1931,Suburban,Good,Yes,422222,2,2,1,493436.80675955163
1491,1887,1,1,1,1909,Rural,Excellent,Yes,638141,1,0,1,529020.7490790889
1492,3953,3,4,3,1910,Suburban,Excellent,No,235715,2,0,0,539665.5236146053
1493,1455,5,3,1,2001,Downtown,Poor,No,960226,0,3,0,511210.1043158442
1494,2212,1,2,3,1969,Rural,Excellent,No,203405,1,0,0,569156.490178804
1495,1773,5,3,1,2022,Urban,Poor,Yes,459174,3,3,1,509570.9879661272
1496,4311,3,3,3,2004,Urban,Fair,Yes,626730,3,1,1,558746.727111636
1497,3125,5,2,2,1961,Downtown,Poor,No,464170,0,3,0,539641.1784669887
1498,2882,3,2,3,1946,Rural,Excellent,Yes,280755,1,0,1,570430.6528302797
1499,1941,3,4,3,1933,Downtown,Fair,No,583963,0,1,0,545611.846254581
1500,3479,4,4,1,1999,Downtown,Poor,Yes,139590,0,3,1,503998.9896477895
1501,2297,3,1,1,2000,Suburban,Excellent,Yes,420714,2,0,1,536797.4025085737
1502,4890,3,1,1,1916,Downtown,Fair,Yes,343805,0,1,1,528923.8716136258
1503,4509,2,3,1,2003,Rural,Poor,No,638577,1,3,0,507284.0518517137
1504,1894,1,2,1,2003,Downtown,Excellent,Yes,67184,0,0,1,532251.8278689197
1505,4781,4,1,1,1953,Rural,Excellent,No,884395,1,0,0,529405.4744832487
1506,1769,4,3,2,1975,Urban,Good,No,731182,3,2,0,526512.2005604174
1507,4214,4,2,3,1984,Downtown,Good,Yes,505519,0,2,1,571758.4058259702
1508,1029,2,4,3,1939,Rural,Poor,No,257537,1,3,0,538773.9274205929
1509,4123,3,3,3,1918,Urban,Poor,No,841699,3,3,0,540125.4756229348
1510,3458,1,4,2,1966,Rural,Poor,Yes,233719,1,3,1,520958.94167093025
1511,3414,5,1,3,1981,Urban,Excellent,No,899246,3,0,0,575349.7073041691
1512,4091,3,1,2,1952,Suburban,Poor,No,872457,2,3,0,542763.7919269283
1513,2647,2,2,2,2014,Downtown,Excellent,Yes,171246,0,0,1,556979.8169442257
1514,3869,3,3,2,1963,Downtown,Poor,Yes,389749,0,3,1,533239.7335440682
1515,1439,3,4,3,1982,Urban,Excellent,Yes,706341,3,0,1,550017.1447603023
1516,1025,2,2,2,1946,Suburban,Excellent,No,879868,2,0,0,540929.8936458183
1517,501,4,1,3,1905,Rural,Good,No,723832,1,2,0,567784.4408405374
1518,874,4,1,3,1915,Suburban,Fair,Yes,200408,2,1,1,572620.2370177134
1519,2840,1,3,1,1971,Rural,Excellent,No,730947,1,0,0,511916.93210052873
1520,4505,1,4,1,2011,Rural,Poor,Yes,913624,1,3,1,501978.50089963677
1521,3552,4,3,2,1917,Downtown,Good,Yes,287439,0,2,1,530889.8522568198
1522,2865,5,4,2,1951,Urban,Poor,Yes,957023,3,3,1,514869.5997879269
1523,2025,3,4,3,1947,Downtown,Poor,No,396655,0,3,0,542004.2453362443
1524,4976,5,3,2,1942,Downtown,Excellent,No,583953,0,0,0,534586.3046740594
1525,2146,3,2,2,1938,Downtown,Excellent,Yes,732457,0,0,1,548746.1357634333
1526,513,4,3,3,1948,Rural,Fair,Yes,927709,1,1,1,559191.3409005001
1527,2778,1,3,2,2012,Downtown,Excellent,No,626762,0,0,0,542783.3756222317
1528,3655,1,1,2,1911,Rural,Excellent,Yes,777333,1,0,1,552212.3795512478
1529,629,5,1,3,2008,Urban,Fair,No,468401,3,1,0,576884.713512516
1530,4314,1,3,3,1909,Rural,Poor,Yes,125911,1,3,1,547788.3460889149
1531,3716,4,3,1,1970,Rural,Fair,Yes,142643,1,1,1,513146.2538697147
1532,3438,5,1,3,2009,Suburban,Fair,No,866916,2,1,0,578497.2263557826
1533,4428,3,4,1,1954,Downtown,Fair,No,309383,0,1,0,499729.30970196816
1534,2540,1,3,2,1900,Downtown,Good,No,413309,0,2,0,525109.6957359033
1535,527,2,2,3,1948,Downtown,Poor,No,226682,0,3,0,562423.2894692088
1536,2613,1,2,3,1935,Downtown,Good,No,756167,0,2,0,562600.8439193498
1537,1752,3,2,3,1920,Suburban,Good,Yes,862267,2,2,1,560205.4701702028
1538,4856,5,3,2,1936,Suburban,Excellent,Yes,800639,2,0,1,532654.2706480916
1539,2546,3,4,1,2015,Suburban,Fair,No,146453,2,1,0,502163.40427007835
1540,4523,2,4,2,1923,Suburban,Fair,No,628078,2,1,0,514555.9296090649
1541,4896,4,1,2,1954,Downtown,Good,Yes,782320,0,2,1,554403.63685828
1542,3874,1,3,3,1924,Rural,Excellent,Yes,846075,1,0,1,557374.6582784463
1543,3966,5,4,1,1906,Urban,Excellent,No,387990,3,0,0,489604.3484194561
1544,3581,4,3,2,2005,Suburban,Excellent,No,462167,2,0,0,536925.7524290478
1545,4278,3,1,3,1980,Rural,Poor,Yes,535320,1,3,1,575926.9272927288
1546,1129,5,1,2,1992,Suburban,Good,No,458449,2,2,0,551248.2609680153
1547,769,4,1,2,1993,Downtown,Poor,Yes,587488,0,3,1,557805.8033773357
1548,3139,5,2,3,1970,Downtown,Excellent,Yes,626563,0,0,1,575879.5827068251
1549,2493,2,3,3,1996,Rural,Excellent,No,519284,1,0,0,562290.1737052734
1550,3391,2,1,1,1970,Rural,Excellent,Yes,925433,1,0,1,535445.1424560066
1551,3932,1,3,2,2021,Rural,Fair,Yes,726651,1,1,1,542054.4394589453
1552,1780,1,2,3,1923,Downtown,Good,Yes,354592,0,2,1,565425.9801871979
1553,2860,2,2,3,1910,Downtown,Fair,No,998084,0,1,0,562399.1813561245
1554,1075,5,1,1,1972,Urban,Poor,Yes,665973,3,3,1,524071.80163196276
1555,1807,2,1,1,1911,Rural,Fair,No,464562,1,1,0,522977.05247095553
1556,3692,1,4,3,1934,Urban,Good,Yes,847051,3,2,1,538328.229164943
1557,3678,2,3,1,1962,Suburban,Fair,Yes,679742,2,1,1,509415.0423228928
1558,3234,2,1,3,1967,Urban,Excellent,Yes,576054,3,0,1,577300.4866479867
1559,2712,5,4,2,1999,Suburban,Poor,Yes,839981,2,3,1,522913.4789440782
1560,2852,4,3,1,1991,Suburban,Poor,Yes,724053,2,3,1,508111.87492885825
1561,4068,1,1,2,1956,Urban,Excellent,No,505235,3,0,0,548106.1770799586
1562,2155,5,4,2,1912,Rural,Excellent,No,540674,1,0,0,519780.7672550302
1563,2079,2,4,2,1922,Suburban,Excellent,Yes,830644,2,0,1,521814.9717985548
1564,2703,2,3,3,1982,Rural,Good,No,944370,1,2,0,555480.8542784386
1565,1890,4,4,2,2005,Downtown,Fair,No,964105,0,1,0,530226.7803251832
1566,2242,1,3,2,2000,Suburban,Poor,Yes,543496,2,3,1,532607.5605225563
1567,2425,1,3,2,1938,Downtown,Fair,No,884760,0,1,0,532009.3466838731
1568,1119,3,3,3,1987,Urban,Excellent,No,520917,3,0,0,556778.5212884176
1569,1774,1,2,2,1979,Rural,Excellent,No,270172,1,0,0,546805.1354912478
1570,1456,4,4,2,1996,Urban,Fair,No,75301,3,1,0,521641.7213330866
1571,2439,3,3,1,1911,Suburban,Poor,Yes,619051,2,3,1,499128.46005670656
1572,4453,3,1,3,1933,Downtown,Good,No,201837,0,2,0,571865.639515236
1573,2881,2,2,2,1970,Suburban,Fair,Yes,881219,2,1,1,544199.8654974732
1574,1468,2,2,1,1974,Urban,Excellent,Yes,957107,3,0,1,521544.0624658838
1575,1816,1,4,3,1930,Rural,Excellent,No,57425,1,0,0,545053.1414243578
1576,1543,3,3,3,1992,Rural,Good,Yes,325001,1,2,1,561041.971606482
1577,781,2,4,3,1961,Suburban,Fair,No,233843,2,1,0,543919.3616109327
1578,3344,4,2,3,1912,Suburban,Good,Yes,405143,2,2,1,558825.4240237945
1579,1558,2,3,3,1930,Downtown,Good,No,465660,0,2,0,552644.2039242625
1580,4793,2,1,3,1901,Urban,Poor,No,833849,3,3,0,557684.2107638083
1581,3032,3,3,2,2002,Suburban,Poor,Yes,615745,2,3,1,532794.6319759099
1582,4328,3,2,2,1914,Downtown,Excellent,No,545496,0,0,0,541348.3246549212
1583,1508,5,1,2,1956,Suburban,Fair,No,785101,2,1,0,549624.3528819277
1584,1729,4,3,2,1974,Rural,Poor,No,443920,1,3,0,528997.8334856327
1585,1535,3,1,1,1933,Downtown,Excellent,No,579740,0,0,0,530847.3099671525
1586,775,1,1,2,2002,Downtown,Fair,Yes,161153,0,1,1,563570.8576499245
1587,3240,4,2,3,1967,Suburban,Excellent,Yes,875294,2,0,1,570211.331176619
1588,2789,4,1,2,1974,Urban,Poor,Yes,242543,3,3,1,547151.4633009526
1589,1739,3,4,2,1928,Rural,Excellent,No,529274,1,0,0,521477.0809669105
1590,625,4,2,3,1965,Urban,Fair,Yes,330444,3,1,1,565835.6608412173
1591,4565,3,4,2,1915,Downtown,Fair,No,977070,0,1,0,518930.4298816373
1592,4812,2,1,2,1938,Urban,Excellent,No,450717,3,0,0,545925.8516101928
1593,4368,5,4,2,1976,Downtown,Fair,No,51845,0,1,0,526141.2615015878
1594,1708,2,3,1,1936,Urban,Excellent,Yes,169342,3,0,1,507240.63186927047
1595,3749,3,1,2,1980,Suburban,Fair,Yes,875613,2,1,1,555056.9038587323
1596,1418,3,3,3,1920,Urban,Excellent,Yes,500479,3,0,1,552974.6427174285
1597,4423,2,4,3,1943,Downtown,Excellent,Yes,811654,0,0,1,552083.8350350467
1598,4903,1,3,2,2023,Rural,Excellent,No,813292,1,0,0,540626.0742551519
1599,2469,1,1,2,1918,Rural,Good,Yes,768398,1,2,1,548304.5324678851
1600,3293,1,3,2,1970,Rural,Fair,Yes,298850,1,1,1,536556.5137921866
1601,1391,3,4,3,2001,Downtown,Poor,Yes,788650,0,3,1,552185.6702336918
1602,4970,4,4,3,1907,Urban,Excellent,Yes,297688,3,0,1,540346.5309574119
1603,2533,3,4,1,1976,Rural,Good,No,608692,1,2,0,497779.7582937975
1604,1864,4,1,1,2000,Rural,Poor,Yes,596852,1,3,1,531948.013130052
1605,628,2,4,1,1965,Rural,Excellent,Yes,672186,1,0,1,506148.74029680085
1606,1514,5,1,3,1940,Suburban,Poor,Yes,330371,2,3,1,570170.4742292892
1607,2299,4,3,1,1974,Downtown,Good,No,570919,0,2,0,510288.32806958363
1608,2018,1,4,2,1987,Downtown,Poor,Yes,145259,0,3,1,526456.7543688839
1609,4681,3,3,2,1969,Downtown,Excellent,Yes,174451,0,0,1,541331.3266416013
1610,1698,2,2,3,1960,Downtown,Poor,Yes,490691,0,3,1,567181.0866809345
1611,4373,1,3,1,1925,Downtown,Poor,No,67215,0,3,0,500998.84819974325
1612,2974,2,2,2,1970,Suburban,Excellent,No,180577,2,0,0,542883.6918086092
1613,3985,5,3,3,2020,Urban,Good,Yes,832680,3,2,1,558363.3564075934
1614,4549,3,1,1,2002,Suburban,Good,Yes,121074,2,2,1,531005.1986827605
1615,4219,3,3,2,1982,Rural,Poor,No,989203,1,3,0,528809.1136756168
1616,802,5,1,1,1969,Suburban,Fair,No,682909,2,1,0,527713.8471397462
1617,4452,3,1,3,2006,Downtown,Poor,No,979958,0,3,0,577511.1314488847
1618,1486,4,4,1,1928,Suburban,Fair,No,753577,2,1,0,492905.7596075977
1619,2363,2,1,3,2006,Downtown,Poor,No,156759,0,3,0,578181.239745501
1620,4940,1,2,1,2002,Suburban,Good,Yes,178471,2,2,1,520657.76526360604
1621,3572,5,4,2,1965,Downtown,Poor,Yes,858143,0,3,1,523912.8297154454
1622,3624,4,4,3,1918,Rural,Poor,Yes,458275,1,3,1,539533.5227716475
1623,1827,1,3,3,1967,Downtown,Fair,Yes,622686,0,1,1,563007.3549119423
1624,2908,1,1,3,1957,Suburban,Good,No,837718,2,2,0,569737.9229718923
1625,4173,5,1,1,1969,Rural,Fair,No,215369,1,1,0,528997.7583562587
